Category,OrderDate,Sales
Beverages,2018/7/31,541
Beverages,2018/7/31,1060
Bakery,2018/7/31,2129
Snacks,2018/7/31,1654
Snacks,2018/7/31,2344
Food Grains,2018/7/31,1095
Beverages,2018/7/31,1688
Fruits & Veggies,2018/8/1,1905
Oil & Masala,2018/8/1,1643
Fruits & Veggies,2018/8/1,2415
Snacks,2018/8/1,732
Snacks,2018/8/1,2253
"Eggs, Meat & Fish",2018/8/1,1685
Snacks,2018/8/3,2343
"Eggs, Meat & Fish",2018/8/3,1710
Beverages,2018/8/3,523
Oil & Masala,2018/8/3,556
Oil & Masala,2018/8/3,995
Snacks,2018/8/3,1969
"Eggs, Meat & Fish",2018/8/3,1998
Fruits & Veggies,2018/8/4,752
Oil & Masala,2018/8/4,1355
Snacks,2018/8/4,2294
Fruits & Veggies,2018/8/5,1903
Beverages,2018/8/5,1567
Beverages,2018/8/5,920
Oil & Masala,2018/8/5,660
Fruits & Veggies,2018/8/5,1271
Bakery,2018/8/6,752
Oil & Masala,2018/8/6,1710
Beverages,2018/8/6,1089
Beverages,2018/8/6,2027
Beverages,2018/8/6,910
"Eggs, Meat & Fish",2018/8/6,1536
Food Grains,2018/8/6,667
Beverages,2018/8/7,1201
Fruits & Veggies,2018/8/7,971
Oil & Masala,2018/8/7,690
Bakery,2018/8/7,774
Oil & Masala,2018/8/7,2464
Food Grains,2018/8/7,1414
Food Grains,2018/8/7,1079
Food Grains,2018/8/7,1167
Bakery,2018/8/7,1285
Bakery,2018/8/7,1729
"Eggs, Meat & Fish",2018/8/7,513
Fruits & Veggies,2018/8/7,2293
"Eggs, Meat & Fish",2018/8/7,2415
Oil & Masala,2018/8/7,883
Beverages,2018/8/7,648
Bakery,2018/8/7,2398
Snacks,2018/8/7,1241
Food Grains,2018/8/10,1445
Snacks,2018/8/10,535
Oil & Masala,2018/8/10,523
Fruits & Veggies,2018/8/10,1284
Food Grains,2018/8/11,1721
Snacks,2018/8/11,761
Oil & Masala,2018/8/11,2156
Beverages,2018/8/11,1278
Oil & Masala,2018/8/11,1309
Oil & Masala,2018/8/11,546
Snacks,2018/8/12,1066
Beverages,2018/8/12,1976
Fruits & Veggies,2018/8/12,2238
Bakery,2018/8/12,950
Food Grains,2018/8/12,1602
Oil & Masala,2018/8/12,2062
Fruits & Veggies,2018/8/12,2480
Snacks,2018/8/12,883
"Eggs, Meat & Fish",2018/8/12,1154
Fruits & Veggies,2018/8/12,960
Beverages,2018/8/12,857
Bakery,2018/8/12,1010
"Eggs, Meat & Fish",2018/8/13,2380
Food Grains,2018/8/13,755
"Eggs, Meat & Fish",2018/8/13,2464
"Eggs, Meat & Fish",2018/8/13,1958
Food Grains,2018/8/13,1768
Food Grains,2018/8/13,1753
Oil & Masala,2018/8/13,2486
Beverages,2018/8/13,2415
"Eggs, Meat & Fish",2018/8/13,2298
Beverages,2018/8/13,1094
Snacks,2018/8/13,1827
Beverages,2018/8/13,1797
"Eggs, Meat & Fish",2018/8/13,1706
Food Grains,2018/8/14,1142
Fruits & Veggies,2018/8/14,967
Fruits & Veggies,2018/8/14,759
"Eggs, Meat & Fish",2018/8/15,1966
"Eggs, Meat & Fish",2018/8/15,1213
"Eggs, Meat & Fish",2018/8/15,1219
"Eggs, Meat & Fish",2018/8/16,517
Snacks,2018/8/16,907
Beverages,2018/8/17,2228
"Eggs, Meat & Fish",2018/8/17,856
"Eggs, Meat & Fish",2018/8/17,1402
Beverages,2018/8/17,1920
Fruits & Veggies,2018/8/17,2237
Food Grains,2018/8/17,1005
Bakery,2018/8/17,714
Beverages,2018/8/17,2353
Oil & Masala,2018/8/17,1680
Beverages,2018/8/17,1512
Beverages,2018/8/17,2228
Food Grains,2018/8/17,2362
Oil & Masala,2018/8/17,1160
"Eggs, Meat & Fish",2018/8/17,508
Food Grains,2018/8/17,736
Oil & Masala,2018/8/17,717
Bakery,2018/8/17,2499
Food Grains,2018/8/18,2493
"Eggs, Meat & Fish",2018/8/18,2236
"Eggs, Meat & Fish",2018/8/18,2106
Bakery,2018/8/18,1873
Snacks,2018/8/18,1155
"Eggs, Meat & Fish",2018/8/18,2134
Snacks,2018/8/18,1360
Oil & Masala,2018/8/18,539
Bakery,2018/8/18,2092
Bakery,2018/8/18,2116
Snacks,2018/8/18,2344
Oil & Masala,2018/8/18,529
Food Grains,2018/8/18,1016
Oil & Masala,2018/8/18,1677
Oil & Masala,2018/8/18,1068
Food Grains,2018/8/18,2065
Food Grains,2018/8/18,1919
Bakery,2018/8/19,2122
Oil & Masala,2018/8/19,903
Snacks,2018/8/19,1512
Snacks,2018/8/19,2424
Bakery,2018/8/20,2289
Fruits & Veggies,2018/8/20,1575
Oil & Masala,2018/8/20,1933
"Eggs, Meat & Fish",2018/8/20,2046
Fruits & Veggies,2018/8/20,2411
Beverages,2018/8/20,1359
Bakery,2018/8/20,2371
Bakery,2018/8/21,540
Bakery,2018/8/21,681
Bakery,2018/8/21,553
Food Grains,2018/8/21,693
Snacks,2018/8/21,1197
Bakery,2018/8/21,1652
Food Grains,2018/8/21,811
Bakery,2018/8/21,1322
Bakery,2018/8/21,929
Beverages,2018/8/21,2055
"Eggs, Meat & Fish",2018/8/21,2065
Food Grains,2018/8/21,1645
Food Grains,2018/8/21,1405
Snacks,2018/8/21,515
Oil & Masala,2018/8/21,1847
"Eggs, Meat & Fish",2018/8/21,2200
Oil & Masala,2018/8/21,2174
"Eggs, Meat & Fish",2018/8/21,2399
Beverages,2018/8/21,1325
Beverages,2018/8/21,1075
Food Grains,2018/8/21,764
Beverages,2018/8/21,1631
Food Grains,2018/8/21,2447
"Eggs, Meat & Fish",2018/8/22,1167
Oil & Masala,2018/8/22,1153
Fruits & Veggies,2018/8/23,660
Food Grains,2018/8/23,2347
"Eggs, Meat & Fish",2018/8/23,1839
Food Grains,2018/8/23,1049
Bakery,2018/8/23,2126
Beverages,2018/8/24,784
Food Grains,2018/8/24,1526
Bakery,2018/8/24,1032
"Eggs, Meat & Fish",2018/8/24,2270
Food Grains,2018/8/25,693
Oil & Masala,2018/8/25,519
Beverages,2018/8/25,1814
Food Grains,2018/8/25,2099
Bakery,2018/8/25,741
Bakery,2018/8/26,2478
Fruits & Veggies,2018/8/26,938
Oil & Masala,2018/8/26,940
Food Grains,2018/8/27,1917
Oil & Masala,2018/8/27,1206
Bakery,2018/8/27,2062
Fruits & Veggies,2018/8/27,1807
"Eggs, Meat & Fish",2018/8/27,1733
Bakery,2018/8/27,2076
"Eggs, Meat & Fish",2018/8/27,1512
Food Grains,2018/8/27,932
Oil & Masala,2018/8/27,1526
Oil & Masala,2018/8/27,570
Food Grains,2018/8/27,1019
Oil & Masala,2018/8/27,2026
Oil & Masala,2018/8/27,2147
Bakery,2018/8/27,2389
Fruits & Veggies,2018/8/27,1475
Bakery,2018/8/27,1960
Food Grains,2018/8/27,510
Fruits & Veggies,2018/8/27,1464
Food Grains,2018/8/27,2428
Snacks,2018/8/28,1504
Food Grains,2018/8/28,1339
Food Grains,2018/8/28,2285
Bakery,2018/8/28,1467
Food Grains,2018/8/28,2109
Bakery,2018/8/28,2153
Snacks,2018/8/28,1354
Fruits & Veggies,2018/8/28,1309
Food Grains,2018/8/29,2212
Bakery,2018/8/29,2298
Food Grains,2018/8/29,1576
Oil & Masala,2018/8/29,1700
Beverages,2018/8/29,2478
Food Grains,2018/8/31,2184
Food Grains,2018/8/31,1456
"Eggs, Meat & Fish",2018/8/31,2326
Oil & Masala,2018/8/31,2410
Fruits & Veggies,2018/8/31,1569
Bakery,2018/8/31,1253
"Eggs, Meat & Fish",2018/8/31,814
Food Grains,2018/8/31,608
Food Grains,2018/8/31,1621
Bakery,2018/8/31,1603
Food Grains,2018/8/31,1251
Bakery,2018/9/1,665
Oil & Masala,2018/9/1,832
Beverages,2018/9/1,611
Oil & Masala,2018/9/1,1045
Food Grains,2018/9/1,1141
Beverages,2018/9/1,1643
Oil & Masala,2018/9/1,2480
Bakery,2018/9/2,2086
Food Grains,2018/9/2,2372
Fruits & Veggies,2018/9/2,1579
Food Grains,2018/9/2,1734
Fruits & Veggies,2018/9/2,712
Snacks,2018/9/2,921
Fruits & Veggies,2018/9/2,1433
Food Grains,2018/9/2,2189
"Eggs, Meat & Fish",2018/9/2,1251
Beverages,2018/9/2,1226
Oil & Masala,2018/9/2,1116
Fruits & Veggies,2018/9/2,1937
Oil & Masala,2018/9/2,1287
Snacks,2018/9/2,2306
Oil & Masala,2018/9/2,1988
Snacks,2018/9/2,2202
Oil & Masala,2018/9/2,1863
Food Grains,2018/9/2,1886
Beverages,2018/9/2,729
"Eggs, Meat & Fish",2018/9/2,1416
Snacks,2018/9/2,2357
Food Grains,2018/9/2,2086
"Eggs, Meat & Fish",2018/9/2,1590
Fruits & Veggies,2018/9/2,1832
Bakery,2018/9/2,2222
Snacks,2018/9/2,826
Oil & Masala,2018/9/2,1136
"Eggs, Meat & Fish",2018/9/2,1401
"Eggs, Meat & Fish",2018/9/2,1209
Snacks,2018/9/2,1046
"Eggs, Meat & Fish",2018/9/2,1068
Fruits & Veggies,2018/9/2,1567
"Eggs, Meat & Fish",2018/9/2,918
Beverages,2018/9/2,1590
Food Grains,2018/9/2,2225
Oil & Masala,2018/9/2,670
Beverages,2018/9/3,1262
Snacks,2018/9/3,1078
"Eggs, Meat & Fish",2018/9/3,1686
Oil & Masala,2018/9/3,876
Fruits & Veggies,2018/9/3,580
Oil & Masala,2018/9/3,2101
Snacks,2018/9/3,1101
Snacks,2018/9/3,1516
Fruits & Veggies,2018/9/3,1158
Oil & Masala,2018/9/3,1682
"Eggs, Meat & Fish",2018/9/3,1534
Snacks,2018/9/3,2409
Fruits & Veggies,2018/9/3,974
Bakery,2018/9/4,2272
Food Grains,2018/9/4,2122
Food Grains,2018/9/4,1284
"Eggs, Meat & Fish",2018/9/4,2291
Food Grains,2018/9/4,671
Bakery,2018/9/4,1976
Bakery,2018/9/4,2448
"Eggs, Meat & Fish",2018/9/4,581
Food Grains,2018/9/4,1494
"Eggs, Meat & Fish",2018/9/4,1109
Food Grains,2018/9/4,2068
Food Grains,2018/9/4,1839
"Eggs, Meat & Fish",2018/9/4,1085
Bakery,2018/9/4,1852
Beverages,2018/9/4,2322
"Eggs, Meat & Fish",2018/9/4,1286
"Eggs, Meat & Fish",2018/9/4,1642
Bakery,2018/9/4,1576
Snacks,2018/9/4,1782
Food Grains,2018/9/4,2426
Fruits & Veggies,2018/9/4,795
Food Grains,2018/9/4,1371
Snacks,2018/9/4,979
Beverages,2018/9/4,1002
Beverages,2018/9/4,2271
Snacks,2018/9/4,1288
Bakery,2018/9/4,1792
Bakery,2018/9/4,2393
Food Grains,2018/9/5,1887
"Eggs, Meat & Fish",2018/9/5,724
Food Grains,2018/9/5,1764
"Eggs, Meat & Fish",2018/9/5,1394
Bakery,2018/9/5,654
Snacks,2018/9/7,1902
Fruits & Veggies,2018/9/7,566
"Eggs, Meat & Fish",2018/9/7,1702
Bakery,2018/9/7,1154
Snacks,2018/9/7,877
Snacks,2018/9/7,1410
Fruits & Veggies,2018/9/7,2335
Oil & Masala,2018/9/7,1146
Bakery,2018/9/7,611
Fruits & Veggies,2018/9/7,797
Bakery,2018/9/7,1809
Snacks,2018/9/7,804
"Eggs, Meat & Fish",2018/9/7,1337
Beverages,2018/9/7,1928
Bakery,2018/9/7,1160
Fruits & Veggies,2018/9/7,1549
Fruits & Veggies,2018/9/7,1294
Bakery,2018/9/7,2333
Oil & Masala,2018/9/7,2369
Oil & Masala,2018/9/7,1537
Bakery,2018/9/7,1417
Fruits & Veggies,2018/9/7,1196
Fruits & Veggies,2018/9/7,1749
"Eggs, Meat & Fish",2018/9/8,1211
Beverages,2018/9/8,1528
Food Grains,2018/9/8,2416
Bakery,2018/9/8,2068
Snacks,2018/9/8,1811
"Eggs, Meat & Fish",2018/9/8,1879
Beverages,2018/9/8,694
Fruits & Veggies,2018/9/8,2174
Food Grains,2018/9/8,1884
Beverages,2018/9/8,2314
Food Grains,2018/9/8,833
Fruits & Veggies,2018/9/8,1603
"Eggs, Meat & Fish",2018/9/8,1508
Snacks,2018/9/8,2204
"Eggs, Meat & Fish",2018/9/9,2468
Fruits & Veggies,2018/9/9,811
Food Grains,2018/9/9,2069
Beverages,2018/9/9,2350
Oil & Masala,2018/9/9,1170
"Eggs, Meat & Fish",2018/9/9,1768
"Eggs, Meat & Fish",2018/9/9,2118
Oil & Masala,2018/9/9,1843
Food Grains,2018/9/9,1374
Snacks,2018/9/9,2344
Bakery,2018/9/9,1809
Food Grains,2018/9/9,2217
Snacks,2018/9/9,1293
"Eggs, Meat & Fish",2018/9/9,2285
Snacks,2018/9/9,2488
Fruits & Veggies,2018/9/9,561
Beverages,2018/9/9,1225
"Eggs, Meat & Fish",2018/9/9,718
Food Grains,2018/9/9,2045
Beverages,2018/9/9,664
"Eggs, Meat & Fish",2018/9/9,2113
"Eggs, Meat & Fish",2018/9/9,1749
Bakery,2018/9/9,2178
"Eggs, Meat & Fish",2018/9/9,1553
Snacks,2018/9/9,837
"Eggs, Meat & Fish",2018/9/9,2110
Fruits & Veggies,2018/9/9,1565
Snacks,2018/9/9,1009
Snacks,2018/9/9,1519
Beverages,2018/9/10,1868
Bakery,2018/9/10,732
Fruits & Veggies,2018/9/10,2266
Beverages,2018/9/10,1999
"Eggs, Meat & Fish",2018/9/10,2134
Bakery,2018/9/10,864
Fruits & Veggies,2018/9/10,2451
Food Grains,2018/9/10,2174
Beverages,2018/9/10,2475
Fruits & Veggies,2018/9/10,894
Snacks,2018/9/10,2280
Food Grains,2018/9/10,881
Food Grains,2018/9/10,1932
"Eggs, Meat & Fish",2018/9/10,1659
Oil & Masala,2018/9/10,604
Snacks,2018/9/10,1958
Snacks,2018/9/10,1579
Bakery,2018/9/10,1845
Beverages,2018/9/11,2336
Food Grains,2018/9/11,560
"Eggs, Meat & Fish",2018/9/11,775
Beverages,2018/9/11,2004
Bakery,2018/9/11,2002
Oil & Masala,2018/9/11,1355
Oil & Masala,2018/9/11,1027
Fruits & Veggies,2018/9/11,1279
Bakery,2018/9/11,1856
Snacks,2018/9/11,2262
Bakery,2018/9/11,829
Oil & Masala,2018/9/11,1486
Snacks,2018/9/11,1608
Oil & Masala,2018/9/11,1815
"Eggs, Meat & Fish",2018/9/11,770
Food Grains,2018/9/11,2261
Bakery,2018/9/11,747
Food Grains,2018/9/11,1489
Bakery,2018/9/11,1417
Snacks,2018/9/11,1952
Snacks,2018/9/11,2363
"Eggs, Meat & Fish",2018/9/11,889
Beverages,2018/9/12,1637
Oil & Masala,2018/9/12,1295
Food Grains,2018/9/12,1804
Fruits & Veggies,2018/9/12,1431
Snacks,2018/9/12,2088
Beverages,2018/9/12,566
Snacks,2018/9/12,2452
"Eggs, Meat & Fish",2018/9/13,652
Snacks,2018/9/14,2468
Oil & Masala,2018/9/14,1495
Bakery,2018/9/14,784
Bakery,2018/9/14,2041
Fruits & Veggies,2018/9/14,1048
Beverages,2018/9/14,1805
Beverages,2018/9/14,1164
Snacks,2018/9/14,1322
Food Grains,2018/9/14,1627
Snacks,2018/9/14,1475
"Eggs, Meat & Fish",2018/9/14,1781
"Eggs, Meat & Fish",2018/9/14,2354
Beverages,2018/9/14,1035
Beverages,2018/9/14,1605
"Eggs, Meat & Fish",2018/9/14,586
Snacks,2018/9/14,847
Snacks,2018/9/14,1960
Fruits & Veggies,2018/9/14,2412
Oil & Masala,2018/9/15,1648
Food Grains,2018/9/15,1595
"Eggs, Meat & Fish",2018/9/15,1331
Beverages,2018/9/15,622
Snacks,2018/9/15,1815
Oil & Masala,2018/9/15,620
Fruits & Veggies,2018/9/15,2123
Fruits & Veggies,2018/9/15,2460
"Eggs, Meat & Fish",2018/9/15,1741
Food Grains,2018/9/15,1513
Oil & Masala,2018/9/15,2351
Food Grains,2018/9/15,1413
"Eggs, Meat & Fish",2018/9/15,1268
Oil & Masala,2018/9/15,2350
Oil & Masala,2018/9/15,1315
Food Grains,2018/9/15,1920
Beverages,2018/9/15,1552
Oil & Masala,2018/9/15,1089
Fruits & Veggies,2018/9/15,1140
Beverages,2018/9/15,2170
Oil & Masala,2018/9/15,1632
"Eggs, Meat & Fish",2018/9/15,2365
Beverages,2018/9/15,1117
Fruits & Veggies,2018/9/15,1982
Bakery,2018/9/15,1214
Bakery,2018/9/15,570
Fruits & Veggies,2018/9/16,1899
Bakery,2018/9/16,744
Food Grains,2018/9/16,661
"Eggs, Meat & Fish",2018/9/16,2290
Beverages,2018/9/16,678
Fruits & Veggies,2018/9/16,1651
Snacks,2018/9/16,835
Snacks,2018/9/16,1599
Fruits & Veggies,2018/9/16,2384
Fruits & Veggies,2018/9/16,2108
"Eggs, Meat & Fish",2018/9/16,1278
Bakery,2018/9/16,2436
Food Grains,2018/9/16,690
Snacks,2018/9/17,1499
Food Grains,2018/9/17,1341
"Eggs, Meat & Fish",2018/9/17,1853
Food Grains,2018/9/17,1122
Snacks,2018/9/17,1603
"Eggs, Meat & Fish",2018/9/17,2367
"Eggs, Meat & Fish",2018/9/17,2297
Snacks,2018/9/17,1323
Fruits & Veggies,2018/9/17,2375
Food Grains,2018/9/17,1296
Bakery,2018/9/17,571
Snacks,2018/9/17,955
Snacks,2018/9/17,2281
Beverages,2018/9/17,1364
Snacks,2018/9/17,541
Oil & Masala,2018/9/17,1545
Food Grains,2018/9/17,1683
Oil & Masala,2018/9/18,2483
Food Grains,2018/9/18,1335
"Eggs, Meat & Fish",2018/9/18,765
"Eggs, Meat & Fish",2018/9/18,1617
Food Grains,2018/9/18,2068
Food Grains,2018/9/18,2174
Snacks,2018/9/18,915
Fruits & Veggies,2018/9/18,666
Oil & Masala,2018/9/18,1085
"Eggs, Meat & Fish",2018/9/18,743
Oil & Masala,2018/9/18,615
"Eggs, Meat & Fish",2018/9/18,1132
Fruits & Veggies,2018/9/18,2270
Oil & Masala,2018/9/18,1195
Food Grains,2018/9/18,1573
Beverages,2018/9/18,1833
Bakery,2018/9/18,1013
Food Grains,2018/9/18,981
Beverages,2018/9/18,2412
Snacks,2018/9/18,1073
Snacks,2018/9/19,2311
Bakery,2018/9/19,1171
Bakery,2018/9/19,2399
Bakery,2018/9/19,694
"Eggs, Meat & Fish",2018/9/19,1001
Oil & Masala,2018/9/19,1238
Food Grains,2018/9/19,2036
Oil & Masala,2018/9/19,2396
Snacks,2018/9/19,1966
Bakery,2018/9/19,1899
Snacks,2018/9/19,1613
Bakery,2018/9/19,1738
Bakery,2018/9/19,1983
Bakery,2018/9/19,1385
Snacks,2018/9/19,1496
Bakery,2018/9/20,2134
Snacks,2018/9/20,1075
Fruits & Veggies,2018/9/20,711
Beverages,2018/9/20,2224
Bakery,2018/9/20,1851
Food Grains,2018/9/20,1212
Food Grains,2018/9/20,1504
Bakery,2018/9/20,1394
"Eggs, Meat & Fish",2018/9/20,618
Oil & Masala,2018/9/20,653
Oil & Masala,2018/9/20,1317
Beverages,2018/9/20,1539
Oil & Masala,2018/9/20,1122
Beverages,2018/9/20,2411
Food Grains,2018/9/21,816
Oil & Masala,2018/9/21,1986
"Eggs, Meat & Fish",2018/9/21,2200
Bakery,2018/9/21,1179
"Eggs, Meat & Fish",2018/9/21,2365
Snacks,2018/9/21,2313
Beverages,2018/9/21,2266
"Eggs, Meat & Fish",2018/9/21,1189
"Eggs, Meat & Fish",2018/9/22,1224
Snacks,2018/9/22,1852
"Eggs, Meat & Fish",2018/9/22,954
Beverages,2018/9/22,561
Beverages,2018/9/22,2017
Fruits & Veggies,2018/9/22,1315
Food Grains,2018/9/22,1243
"Eggs, Meat & Fish",2018/9/22,1507
Food Grains,2018/9/22,2403
Snacks,2018/9/22,781
Food Grains,2018/9/22,2190
"Eggs, Meat & Fish",2018/9/22,2100
Oil & Masala,2018/9/22,2382
Beverages,2018/9/22,1669
"Eggs, Meat & Fish",2018/9/22,757
Bakery,2018/9/22,2150
Snacks,2018/9/22,1572
Oil & Masala,2018/9/22,1801
Beverages,2018/9/22,2359
Bakery,2018/9/22,933
Snacks,2018/9/22,2236
Bakery,2018/9/22,501
Fruits & Veggies,2018/9/23,1620
Bakery,2018/9/23,596
"Eggs, Meat & Fish",2018/9/23,1203
Beverages,2018/9/23,2396
Food Grains,2018/9/23,1210
Food Grains,2018/9/23,593
Snacks,2018/9/23,1940
Snacks,2018/9/23,705
Snacks,2018/9/23,2496
Bakery,2018/9/23,1312
Beverages,2018/9/23,1432
Fruits & Veggies,2018/9/23,2254
Bakery,2018/9/23,1199
Snacks,2018/9/23,868
Oil & Masala,2018/9/23,1034
Snacks,2018/9/23,1130
Snacks,2018/9/23,2378
Snacks,2018/9/23,2416
Beverages,2018/9/23,2351
Fruits & Veggies,2018/9/23,507
"Eggs, Meat & Fish",2018/9/24,620
"Eggs, Meat & Fish",2018/9/24,1931
Bakery,2018/9/24,2146
Food Grains,2018/9/24,567
Fruits & Veggies,2018/9/24,1229
Bakery,2018/9/24,561
Fruits & Veggies,2018/9/24,1589
"Eggs, Meat & Fish",2018/9/24,574
Beverages,2018/9/24,2267
Food Grains,2018/9/24,1541
Oil & Masala,2018/9/24,1109
Bakery,2018/9/24,1178
Bakery,2018/9/24,905
Fruits & Veggies,2018/9/24,623
"Eggs, Meat & Fish",2018/9/24,1448
Snacks,2018/9/24,720
Food Grains,2018/9/24,1792
Beverages,2018/9/24,2079
Fruits & Veggies,2018/9/24,1558
Oil & Masala,2018/9/24,1172
Snacks,2018/9/24,2439
Fruits & Veggies,2018/9/24,2255
Food Grains,2018/9/24,1515
"Eggs, Meat & Fish",2018/9/24,2002
Fruits & Veggies,2018/9/24,1610
"Eggs, Meat & Fish",2018/9/25,2049
"Eggs, Meat & Fish",2018/9/25,570
"Eggs, Meat & Fish",2018/9/25,1236
Beverages,2018/9/25,1069
Fruits & Veggies,2018/9/25,2412
Food Grains,2018/9/25,1287
Oil & Masala,2018/9/25,981
"Eggs, Meat & Fish",2018/9/25,992
"Eggs, Meat & Fish",2018/9/25,1887
Beverages,2018/9/25,1022
"Eggs, Meat & Fish",2018/9/25,1247
Fruits & Veggies,2018/9/25,941
Food Grains,2018/9/25,2368
Oil & Masala,2018/9/26,2091
Snacks,2018/9/26,1522
"Eggs, Meat & Fish",2018/9/26,1249
Bakery,2018/9/26,2371
"Eggs, Meat & Fish",2018/9/26,993
Snacks,2018/9/26,1390
Snacks,2018/9/26,1268
Oil & Masala,2018/9/28,1119
Snacks,2018/9/28,521
Fruits & Veggies,2018/9/28,1767
Beverages,2018/9/28,1461
Snacks,2018/9/28,1920
Fruits & Veggies,2018/9/28,2110
Fruits & Veggies,2018/9/28,1808
Bakery,2018/9/28,1495
Bakery,2018/9/28,590
Food Grains,2018/9/28,1934
Bakery,2018/9/29,2494
"Eggs, Meat & Fish",2018/9/29,2444
Snacks,2018/9/29,1175
Oil & Masala,2018/9/29,1532
Oil & Masala,2018/9/29,1555
"Eggs, Meat & Fish",2018/9/29,1450
Food Grains,2018/9/29,2442
Beverages,2018/9/29,2451
Fruits & Veggies,2018/9/29,689
Snacks,2018/9/29,664
Beverages,2018/9/29,1694
Food Grains,2018/9/29,1938
Beverages,2018/9/29,2290
Fruits & Veggies,2018/9/29,1944
Snacks,2018/9/29,1436
Oil & Masala,2018/9/29,2028
Snacks,2018/9/29,2100
"Eggs, Meat & Fish",2018/9/29,1735
Fruits & Veggies,2018/9/29,2334
Food Grains,2018/9/29,1107
Fruits & Veggies,2018/9/29,1582
Snacks,2018/9/30,649
Food Grains,2018/9/30,693
Food Grains,2018/9/30,582
"Eggs, Meat & Fish",2018/9/30,1968
Bakery,2018/9/30,1339
Beverages,2018/9/30,1880
Fruits & Veggies,2018/9/30,1137
Fruits & Veggies,2018/10/1,913
Bakery,2018/10/1,2207
"Eggs, Meat & Fish",2018/10/1,1879
Oil & Masala,2018/10/1,1668
Food Grains,2018/10/1,727
Fruits & Veggies,2018/10/1,1231
Food Grains,2018/10/1,1069
"Eggs, Meat & Fish",2018/10/1,1080
Beverages,2018/10/1,1148
Snacks,2018/10/1,2246
Food Grains,2018/10/1,1963
"Eggs, Meat & Fish",2018/10/1,2325
"Eggs, Meat & Fish",2018/10/2,2032
Oil & Masala,2018/10/2,1842
Fruits & Veggies,2018/10/2,1589
Food Grains,2018/10/2,1531
Fruits & Veggies,2018/10/2,1549
Bakery,2018/10/2,2399
Food Grains,2018/10/2,601
Bakery,2018/10/2,2018
Beverages,2018/10/2,777
Oil & Masala,2018/10/2,886
Snacks,2018/10/2,1712
Beverages,2018/10/2,1333
Food Grains,2018/10/2,1099
Beverages,2018/10/2,2439
Beverages,2018/10/2,2389
"Eggs, Meat & Fish",2018/10/2,1565
Fruits & Veggies,2018/10/2,704
Oil & Masala,2018/10/2,901
Bakery,2018/10/2,2229
Oil & Masala,2018/10/2,1085
Oil & Masala,2018/10/2,895
Oil & Masala,2018/10/2,1903
Beverages,2018/10/2,522
Food Grains,2018/10/2,637
Fruits & Veggies,2018/10/2,664
Snacks,2018/10/2,940
Beverages,2018/10/3,1676
Oil & Masala,2018/10/3,1778
Bakery,2018/10/3,635
Fruits & Veggies,2018/10/3,2013
"Eggs, Meat & Fish",2018/10/3,1350
Snacks,2018/10/3,1491
Oil & Masala,2018/10/3,1149
Fruits & Veggies,2018/10/3,1899
Beverages,2018/10/3,1139
Beverages,2018/10/4,730
Food Grains,2018/10/5,617
Bakery,2018/10/5,1090
Food Grains,2018/10/5,1135
Beverages,2018/10/5,869
Bakery,2018/10/5,1700
Oil & Masala,2018/10/5,1902
"Eggs, Meat & Fish",2018/10/5,2286
"Eggs, Meat & Fish",2018/10/5,979
Fruits & Veggies,2018/10/5,913
Food Grains,2018/10/5,721
Fruits & Veggies,2018/10/5,1199
Beverages,2018/10/5,1839
Bakery,2018/10/5,1979
Food Grains,2018/10/5,1848
"Eggs, Meat & Fish",2018/10/5,1812
Snacks,2018/10/6,1012
"Eggs, Meat & Fish",2018/10/6,907
"Eggs, Meat & Fish",2018/10/6,2491
Bakery,2018/10/6,1461
Bakery,2018/10/6,1172
Snacks,2018/10/6,510
Beverages,2018/10/6,2132
Food Grains,2018/10/6,1268
Beverages,2018/10/6,2198
Bakery,2018/10/6,2268
"Eggs, Meat & Fish",2018/10/6,1834
Bakery,2018/10/6,1047
Bakery,2018/10/7,1878
Food Grains,2018/10/7,2079
Fruits & Veggies,2018/10/7,1715
Food Grains,2018/10/7,1091
Beverages,2018/10/7,2442
Oil & Masala,2018/10/7,1448
Snacks,2018/10/7,1426
Oil & Masala,2018/10/7,1619
Beverages,2018/10/7,2429
Oil & Masala,2018/10/7,1662
Bakery,2018/10/7,854
Bakery,2018/10/8,1785
Oil & Masala,2018/10/8,1683
Fruits & Veggies,2018/10/8,1979
Oil & Masala,2018/10/8,868
Oil & Masala,2018/10/8,1272
"Eggs, Meat & Fish",2018/10/8,660
"Eggs, Meat & Fish",2018/10/9,842
Food Grains,2018/10/9,980
Oil & Masala,2018/10/9,1676
Snacks,2018/10/9,1717
Snacks,2018/10/9,1277
Beverages,2018/10/9,1805
Bakery,2018/10/9,996
Fruits & Veggies,2018/10/9,1963
Snacks,2018/10/9,1992
"Eggs, Meat & Fish",2018/10/9,560
Snacks,2018/10/9,1548
Beverages,2018/10/10,1732
"Eggs, Meat & Fish",2018/10/12,1919
Food Grains,2018/10/12,2355
Bakery,2018/10/12,1118
Bakery,2018/10/12,1441
Food Grains,2018/10/12,661
Fruits & Veggies,2018/10/12,1200
Oil & Masala,2018/10/12,1141
"Eggs, Meat & Fish",2018/10/12,639
Oil & Masala,2018/10/12,868
Bakery,2018/10/12,552
Fruits & Veggies,2018/10/12,2092
Fruits & Veggies,2018/10/12,1863
Bakery,2018/10/12,1418
Food Grains,2018/10/12,816
